"","book_title","review_title","review_user","book_id","review_id","timestamp","review_text","review_score"
"2637","The Woman in the Window: A Novel","Awesome summer read.","Eric T. Crisemon","62678426","R37J985YVGW2YE","1555497858","Didn’t see it until it was too late.  Intriguing. Revealing at the perfect pace for this mystery.  I’ll read this author again.",4
"2638","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Another great book by Rachel!","Amazon Customer","1400209609","R232PA84ALDYY9","1555497898","Another amazing book where Rachel continues to share her honesty, positivity and skills which are truly motivating and empowering! Thank you!!!",5
"2640","Pet Sematary: A Novel","Can fiction scare you?","Luke John","198211598X","R6RUMQ0ANGW6D","1555497965","This novel would have to come close to my favourite SK book.Pet Sematary is vintage king,it as all the elements of the ultimate horror story.A very disturbing tale that is a  complete page turner and you get the feeling  that you are  involved in the tale .As king as said if horror fiction is a  rehearsal for death,then this novel is a danse macabre.Can fiction really  scare you? Pet Sematary answers that...",5
"2641","Outer Order, Inner Calm: Declutter and Organize…","No jaw-dropping points, but a decent motivator to declutter.","Horderly","1984822802","RS8UBLPS587MW","1555498086","I’m in the world of organizing, so reading books like this is part of my life. It was a one day read, or great for someone to pick up read 3 pages or 3 tips to get motivated into decluttering. No jaw-dropping tip or revelation, but not sure that was the point.",4
"2642","Outer Order, Inner Calm: Declutter and Organize…","Jumping on the Marie Kondo bandwagon","Thuang K.","1984822802","R11QOQLIR6ZNUH","1555498326","No new information; nothing you couldn't find by Googling ""decluttering"" . . .",2
"2644","A Gentleman in Moscow: A Novel","Charming story, likable characters","Ptown1976","0143110438","R1RYKYOI7GYFP6","1555498457","A main character on house arrest in a luxury hotel in Moscow isn't something you'd expect in quality fiction, but this is a charmer. The inhabitants and employees of the hotel are an interesting, intelligent lot, and the book offers themes of friendship, love and making the best of situations in contrast to a backdrop of growing political repression.",5
"2645","Unlearn: 101 Simple Truths for a Better Life","Must read","Lina Chau","0062905163","R2AF107JKE18FB","1555498518","Even the busiest person can make time to open this book and gain something. I also like the texture of the hard cover.",5
"2646","Becoming Supernatural: How Common People…","Best book I’ve read so far!","Vik","1401953115","R22M8NCX9X7EY8","1555498665","Love the book! This is a must read for everyone!",5
"2647","Pet Sematary: A Novel","Five Stars","charles","198211598X","R305U6RX6HQNPE","1555498786","The book came in perfect condition",5
"2651","A Gentleman in Moscow: A Novel","Great winter read!","Amazon Customer","0143110438","R22QND6OEQAGWM","1555499177","Wonderful book selection for our book club this month!  I was supposed to read half for this month,  but I got so engrossed in the story that I'm finishing it soon. The author did such a great job of weaving Russian history into the story  (all from within the walls of a once gorgeous hotel). What a tale!",5
"2655","The Mister","Loved it","The Guide To Romance Novels","1984898329","R1GBBSNCXG1UVH","1555499510","I love it. This is definitely different than fifty shades, it has very slow moments, but my heart went out to Alessia. Maxim I'm a little disappointed in him for what he did to his brother, but in a way I do understand his dilemma with Caroline. I really liked the tension between Alessia and Maxim and I did chuckle a couple times when Maxim dreams about Alessia.",5
"2659","A Gentleman in Moscow: A Novel","Gentleman in Moscow is special","Karen S. Howser","0143110438","R2SEBF91H4JXM3","1555500257","The writing with its cunning nuances and suspense is a delight.  There is much insight into Russian history, culture, and philosophy.  Very enjoyable to read.",5
"2662","A Gentleman in Moscow: A Novel","Enjoyable story","Daisy","0143110438","R3PSH9LWD081SM","1555500497","This is a wonderful story with a happy ending. I was sad when I finished it. Well written and entertaining, though dry at times.",5
"2664","A Gentleman in Moscow: A Novel","I am reading this book slowly because I am enjoying ...","Sarah E. Clark","0143110438","ROTQ70Z7RPIFB","1555500617","I am reading this book slowly because I am enjoying it so much I don't want it to end. The premise of the character on permanent house arrest in a grand hotel undergoing the changes of the communists is intriguing and becomes believable as the story unfolds and the Count,s character",5
"2665","A Gentleman in Moscow: A Novel","Most beautiful endearing book I've ever read","Wallflower","0143110438","R2AQ2RMBYI3SDI","1555500977","Most beautiful endearing book I've ever read. For critics who question the credibility or the plausibility of this story - it's fiction! It's magical fiction but gosh how I long to know this gentleman!",5
"2667","Becoming Supernatural: How Common People…","A good stand alone","Stephanie","1401953115","R2N3EG5LJCUJHZ","1555501199","A lot of repetition of materials, both within the book as well as from previous books, but it is worth the read if you are new to Dr. Dispenza's work or want a refresher. I would like to see the meditations more clearly arranged in one place for easy reference, but it is simple enough to make my own file.",4
"2668","Dear Mother: Poems on the hot mess of motherhood","Laugh, Cry, Laugh Again","T. M.","0778308464","RRE6A44KESHJV","1555501213","A beautiful collection of poems that dig deep into the heart of motherhood. I cried only a few pages in, and then laughed a few pages later. It’s incredible to see the highs and lows of motherhood starkly on the pages of this book. Well done Bunmi, you’ve created a masterpiece. Will be buying more as gifts for friends.",5
"2671","A Gentleman in Moscow: A Novel","Don't miss this one","Amazon Customer","0143110438","R27BKUQTV5DN31","1555501877","Delightful! A delicious read that I was sad to finish. It will be hard to find a good follow-up. Loving life and simple pleasures is a rich reward to Alexander Rostov.. He makes me want to embrace each day with joy. I have recommended it to many.",5
"2672","Pet Sematary: A Novel","First of many","Andrew Schwierjohn","198211598X","RXDFTNUYNOJX6","1555502152","I really enjoyed this book. It was my first Stephen King novel and will more than likely read another. Enjoy!",4
"2675","A Gentleman in Moscow: A Novel","Lovely read!","D.P. McHenry","0143110438","R1WPL7QMHVE6M2","1555502302","This book was a total delight! I felt like I was spending time each day with a witty and genteel friend! I was a little daunted by the length of the book before I started reading but soon just gave in to the pleasure. Our book club read this and had almost total positive reviews, which is not the norm for our book club!!",5
"2676","A Gentleman in Moscow: A Novel","Gentle, heartfelt story of perseverance in a life of disappointing  circumstances.  Honor, above self.","Tabitha","0143110438","RN57U4ZX1XZDF","1555502477","As much as I would like to recommend this book universally, I think that a reader might need a share of difficult life experiences to truly understand the choices made by the characters.  Loved it.  Now on my top 10 list.  Takes reader beyond War & Peace.",5
"2677","Well+Good: 100 Healthy Recipes + Expert Advice for Better Living","Great ideas for healthier living","Veronica S","1984823191","RMXPW9TR87ET7","1555502696","When I first looked in the ""look inside"" option Amazon offers I was worried this book would have too many speciality ingredients I just wouldn't buy. After going through it I was happy to find plenty of recipes to try where I either didn't need to buy anything or could easily use extras for other recipes (ex. flax seeds, dried fruits, nuts).
I've been quite lazy lately with my first meal of the day only eating cereal or skipping it all together, so the breakfast and smoothie recipes were what called to me most. From the book I made:
Rock+Roll granola
Tuscan Glow Smoothie
Superfood Galaxy oatmeal
Simply almond butter smoothie
Competitive coffee smoothie
I enjoyed each of these recipes. The only one that gave me a problem was the Rock+roll granola. It quickly turned dark even though I stirred it at the 10 minute mark and checked again after another 10. At the minimum of 20 minutes it was slightly burnt. I was even in the kitchen and didn't smell anything burning. Either way I'm still eating it. The ingredients are yummy and I'd make it again at a lower temp.
As another reviewer mentioned this is a compilation cookbook, and there are plenty of recipes with ingredients I've never heard of before. While there is an ingredients section in the beginning of the book it does not go over the more obscure ingredients. For example the Libido smoothie uses maca powder with no explanation to what it's for. But if you look at the boosted cbd coffee it mentions using maca powder for energy. I just wish the ingredient section was a bit more thorough.
Over-all I enjoyed the recipes I tried and will continue to cook from Well+Good (hopefully a few recipes not for breakfast!)
Thanks for the free book Clarkson Potter.",4
"2679","The Island of Sea Women: A Novel","Excellent historical fiction!","Cindy","1501154850","R22TFSGZ6WGT7O","1555502726","An excellent glimpse at a different part of the world and their culture.  The Korean Island of Jeju, matriarchal society, 1930's to 2008, political takeovers by both Japan and America, dictators, suppression, trying to change a culture, religion and a way of life.  Wonderful information on the strong women of Jeju, who provide for their families by diving naturally in the surrounding waters for delicacies.  They are called Haenyeo.  This is the story of Young-sook and Mi-ja - two young women and their families as they grow up on the Island.I did love this novel.  There are some slow parts - but I can now see those parts as building blocks to the understanding of the story.  Lisa See's extensive research is evident and her ability to weave a story is exceptional  Tragic is the come away feeling of this novel.  At first profound friendship then severe hurt and loss.  Forgiveness is another theme with one character giving and looking for forgiveness and the other not able to forgive.I came away from this novel with a sense of how not being open enough to find out the whole story, both sides of the story can lead to a waste in one's life. Hurt feelings can devastate and change your world.  One should strive to be as open in hurtful and overwhelming situations as possible - not always an easy thing to do but something to struggle for - it could change your life - as it could of Young-sook's!  Excellent historical fiction!",5
"2681","Mostly Sunny: How I Learned to Keep Smiling Through the Rainiest Days","So much to love about this book!","denise davis","62877577","R1OPODI0XXT5MJ","1555502791","Janice is a hero for all who have been presented with unexpected challenges in life.  The book is well-written and inspiring.  Janice shows us that tough times will come, but we can overcome.  Through her personal strength and gratitude for friends, family and colleagues, Janice reveals the secrets to survive and THRIVE in the face of adversity.",5
"2684","Lost Roses: A Novel","Another blockbuster of a historical fiction novel!","Barbara McArthur","1524796379","R27P1VWBSIWM9C","1555503146","Martha Hall Kelly comes through with another blockbuster of a historical fiction novel. This one, the prequel to The Lilac Girls, is set in WWI, and follows the characters of Eliza Ferriday, Sofya Streshnayva, her Romanov cousin and good friend, and Varinka, a young peasant girl hired by Sofya.

Character development is again wonderful, and it's interesting to view the overthrow of Tsarist Russia from viewpoints within the family, through the eyes of an American concerned for her good friend, and through the eyes of a peasant girl with ties to both Sofya and the revolution.

Kelly's descriptive skills make the reader feel equally a part of the Russian royal social life before the war, the impacts of the war on Russia's people, and the response of Americans.

War takes its toll on the world, and Kelly once again weaves a story with people we come to care about who show us the price paid on several fronts.

Many thanks to NetGalley and Ballantine Books for allowing me to read an ARC of this book in exchange for an unbiased review.",5
"2686","Lies My Doctor Told Me Second Edition: Medical…","Love Dr. Berry's no nonsense contracdiction to the medical ...","Jose L. Perez","162860378X","R2EVN2XP418WXD","1555503219","Love Dr. Berry's no nonsense contracdiction to the medical beliefs we've been told by the medical establishment. This type of information should be taught in all medical school's. Dr. Berry is a champion in my eyes.",5
"2687","Prairie Fires: The American Dreams of Laura Ingalls Wilder","Five Stars","M Arneson","1627792767","R20XJDCM778E25","1555503224","Great",4
"2689","A Gentleman in Moscow: A Novel","And am learning a good bit about Russian life after the Romanovs and in ...","Charles M. Hawes","0143110438","R3KS6MX72EJHXU","1555503557","Have not completed reading this book but am enjoying it very much. And am learning a good bit about Russian life after the Romanovs and in the formative years of the revolutionary Communist government.",4
"2690","A Gentleman in Moscow: A Novel","Good read","Nunya","0143110438","R3GWBQ78U5TCO4","1555503917","Good read, but a little too ""easily resolvable"" across plot points.  Good ending when we got to see the Gentleman apply his intellect to a real life situation.  Have to imagine Moscow/Putin not being too happy with the depiction.",4
"2691","Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed","Mostly light and funny but also insightful and thought-provoking","spanakopita NJ","1328662055","R3E8JK3OCOXQST","1555503926","If you want to read this like a self-help book, you totally can. But if you just want to be entertained and maybe learn something interesting along the way, you can totally read it that way too.",5
"2693","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Four Stars","Amazon Customer","62319795","RO1B9JOOIQ89R","1555503967","as expected",4
"2694","When We Left Cuba","A Must Read!","Rachel M","045149086X","R89L8JODB6CA2","1555504016","Rich in detail and devastating history, Next Year in Havana enchanted me with the smooth way it blended history with fiction and before I knew it I had completely devoured it in one sitting.

Knowing that there was a sequel on the horizon, this time told from possibly the most famous and notorious Perez girl, I knew it would be one of my top reads for the year and I'm happy to report I wasn't wrong.

Filled with strife, and heartache but also love and friendship, When We Left Cuba will completely take readers breath away with the seamless way Cleeton once again weaves through history both past and present in a time when the world was being torn apart but so many events and conflict.

The author once again proves that she can write about a history that many of us don't know about and makes us all care deeply about it and want to learn more, until we are so engrossed with the story and the characters themselves that it changes us all. The way we think, they way we feel and most of all, changes our perspective on how we view the world and those around us.

Beautifully told and completely memorizing, I enjoyed Beatriz's story so much and am so glad I was introduced to this series for so many reasons. I will be on the lookout for whatever the author writes in the future.",5
"2696","The Woman in the Window: A Novel","Riveting","Pattie","62678426","RLL2XXC8L652C","1555504560","Bought this book to read on the plane but once I started it I couldn’t put it down. Exciting ending.",5
"2699","Whose Toes Are Those?","Five Stars","Chrissy VanBerkum","031645432X","RU5K9R3VX9AV2","1555504710","Adorable book! My son loves it!",5
"2701","Next Level Basic: The Definitive Basic Bitch Handbook","You won’t be disappointed!","DanaP","1982112468","R1JVGH14VHOYV0","1555504730","LOVE THIS! I’m one of those people who wishes they liked to read and I often try to make myself. But this book is great and fun to read. It’s so relatable and I have found it difficult to want to put down!",5
"2702","A Gentleman in Moscow: A Novel","Great characters and a story well told","Suzanne J. Libra","0143110438","R1FJGT5XNLLVM","1555504877","A surprisingly timely book about Russia after the revolution. Told through the eyes of Count Rostov as he lives more than half his life restricted by the Communist Party to the Hotel Metropol.  The Count finds new uses for a gentleman's skills and lives a full live as the world changed outside the hotel, but more slowly inside.  Great characters and a story well told",5
"2704","Pet Sematary: A Novel","Hanger's View Of The Shining","Kyle Hanger","198211598X","R37S5P1ODD8KAR","1555505151","THE SHINING, by Stephen King, was an excellent book.  Through a fictional setting King establishes a startling view into human nature.  Secluded on a mountain during a harsh winter, a family has to come to terms with the results of lonliness.  Human instinct and the horrible tendencies of human nature are nakedly displayed in this novel, and it creates a chilling effect.  A great book for in-depth analysis, or just late night reading.",4
"2705","QAnon: An Invitation to The Great Awakening","Every American needs to read this book!","David W.","1942790139","R169WJ0SNF826J","1555505195","Amazing look into how the world works, from the inside. The truth hurts as indicated by all of the Main Stream Media attacks.",5
"2708","A Gentleman in Moscow: A Novel","Best book of the year.","gdp","0143110438","RNUHKW2RGJ6SH","1555505717","This book is absolutely brilliant. Towles takes you through this man's life which is actually a symbolic representation of the history of the Russian revolution. The character development is spot-on, the plot is genius, and the setting, well if you've never been to Russia, read this book and enjoy the trip. Most of all, though, the psychology and philosophy will blow your mind. It is one of those books that sticks with you long after you've completed it.",5
"2709","Save Me the Plums: My Gourmet Memoir","Ruth!","J. M. O'Connor","1400069998","R3ITELW9BMG0ZE","1555505749","Five Stars for Ruth Reichl - again! If you've read anything she's written, you're already a fan. This is just the cherry on top. Enjoy!",5
"2712","Pet Sematary: A Novel","Awesome","Brad Micheal Roe","198211598X","R2M13Y23EEXWX1","1555506353","Awesome book hard to put down",5
"2713","Keto Fat Bombs, Sweets & Treats: Over 100 Recipes and Ideas for Low-Carb Breads, Cakes, Cookies and More","Fabulous recipes!","Terri R.","358074304","R3MJXGXYUW10ZA","1555506360","Every cookbook I have written by Urvashi is wonderful, with easy, straight forward recipes. I love this edition to my keto cookbooks. What is extra awesome is being able to create keto foods that no one else can tell are “keto”... unless I tell them!",5
"2714","A Gentleman in Moscow: A Novel","Captivating, excellent style, loved it.","anita rosenthal","0143110438","R2IA36AQ19SMW5","1555506437","I coultnot put the book down. Excellent character development - each one lives on in my mind as if I knew them personally.  Lots of history.  The Gentlemen inspires me to be like him - a man who only sees the good in everyone.",5
"2716","We Are the Gardeners","book","Patricia A.","1400314224","RBS5RCQACJSLL","1555506707","Very cute book.",5
"2721","A Gentleman in Moscow: A Novel","Book that champions cozy materialism","D.P. McHenry","0143110438","R1YF4GRP1ZL6FU","1555507222","I must agree with those reviewers who noted that the harsh realities of Russian and Soviet regime were elided by the author's enjoyment and appreciation of beautiful objects and his love affair with the main character who - as a character - seemed not real, somehow. Not like any real human being I know - i.e. complex, contradictory, capable of a vast array of emotions and foibles. This character seemed so well adjusted and even-keeled, benignly accepting his circumstances. In addition, yes reviewers who noted this, all the descriptions about beautiful clocks and tables could be seen as out of touch - not giving credence or enough air time to real people in the USSR who were enduring the bleakness, the lack of freedoms, the torture in the Gulags (try to read Solzhenitsyn for a reality check) .",5
"2723","The Woman in the Window: A Novel","Oh my goodness! Couldn't put it down.","Susan King","62678426","RSGZJEMOQ1IE","1555507529","This is a taut thriller with lots of twists that will have you reading past your bedtime. Anna Fox lives by herself and sees a crime happen across the park. Or does she?",5
"2726","A Gentleman in Moscow: A Novel","Loved the book","Elizabeth Hildebrand","0143110438","RQUD32C1N7X0R","1555507997","Loved the book.  Traveling through Russia during some unsettling times.  The character certainly remained a ""Gentleman"" regardless of the circumstances.",5
"2728","Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves","Animals have a heart too<U+2764><U+FE0F>","Angie Boyter","0393635066","R13HD8LIO5EOSD","1555508113","Wonderful heartfelt study of the inner lives of animals, that we, as humans , are only now starting to discover.",5
"2731","A Gentleman in Moscow: A Novel","Beautifully written!","S Hahn","0143110438","R3J11OJEGA9YNA","1555508297","Beautifully written - one of the best books ever! Descriptions are drawn out so creatively but not too much so as to become dry or dull.",5
"2732","Prairie Fires: The American Dreams of Laura Ingalls Wilder","Eye-opening and a page-turner","M Arneson","1627792767","R2MLOET89P9ZK","1555508378","Having grown up in the 70s, I watched the series religiously. I remember reading Little House in The Big Woods as a part of a Christmas gift set of American classics. I still own the yellow boxed set with the Garth Williams drawings my parents bought me the following Christmas. I appreciated the writing and research in this book. As a history teacher, I found it engaging and well-written.",4
"2736","Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","Great read","Deb D","1400209609","R3AKSTHRF2FJZ","1555509115","I love everything written by Rachel Hollis! This one is no exception.",5
"2737","Doing Justice: A Prosecutor's Thoughts on Crime, Punishment, and the Rule of Law","Loved The Book!","Trouble","0525521127","R1OUJYWVWKLWMK","1555509162","‘Doing Justice’ is incredibly well written book about understanding and appreciation the difficulty, at times, between following the law and doing the right thing. Loved Preet Bharara’s writing style making it very interesting and deliberately precise.",5
"2739","Pet Sematary: A Novel","Well written, but overrated ... and boring","Matt","198211598X","R185TZPOQ6KC3G","1555509287","I don't really get why people think this book is so scary because it really is not.  I had to keep taking breaks and found myself rushing at the end because I was happily almost finished.  In a few sentences, ""The Shining"" is about this boy, Danny, who has telepathic powers.  Jack, his dad, takes this job as a winter custodian at a haunted Hotel, the Overlook, and he, his wife, Wendy, and son are going to live there for the season.  Then strange, NOT scary things, start happening.I read this book because:1)  My friend said it was scary and I haven't read a scary book in a LONG time.2)  I wanted to read the book before seeing Stanley Kubrick's movie.And now after reading the book:1)  I'm no longer friends with the person that recommended this (just kidding).2)  I just watched the movie and it was NOTHING like the book, which was probably a good thing.  Kubricks version was SO much more satisfying as a horror movie than King's so-called horror novel (and from what I've read King hated the film, pfff!).I didn't HATE this book, thus the three stars.  But I was very dissapointed.  ""Horror at an unflagging pace"" was what one critic says.  B.S.!  I think as a horror novel this book fails because it's SLOW.  The suspense is there, but not the punch.  And nothing really got me.  Too much time was spent on the hedge animals, which weren't scary to begin with.  And I found it VERY hard to believe when one tried to KILL someone.  The whole Masquerade ball was a borefest.  ""The elevator's moving!  Oh god!  Let's look inside.  Party streamers and a wine glass!  AHHHHHHH!""  Give me a break.  However, I have to admit that I did find the Woman in 217 and the Man dressed up as a Dog to be scary.  So it wasn't a COMPLETE waste.One thing I notice about King's books is they're very multi-layered.  And you have to be pretty skilled to pull something like he does in here off without confusing the reader, so it proves he's a good writer, no doubting that.  But the story behind the hotel was very boring.  And the ""unraveling"" off the Overlook couldn't have been  more uninteresting to me.  And something I notice with King is that when he's ""unraveling"" the story BEHIND something, it's always found in a scrapbook.  In ""The Shining"", Jack finds a white scrapbook with all these newspaper articles following the history and secret of the hotel.  And in ""Misery"", another book by King, the story behind Annie is ""revealed"" through, guess what!, a SCRAPBOOK WITH NEWSPAPER ARTICLES IN THEM.  Which NOW, leads me to how SIMILAR ""Misery"" is to ""The Shining"".  Both about WRITERS trapped in a HOUSE/HOTEL in the WINTER.  And if I were to tell you which of those to read it would definitely be ""Misery"", that's if you don't mind reading a boring book within a book (you'll get that once you read ""Misery"".)But enough with the King bashing because I have to give him kudos for making such a multi-layered character like Jack Torrance because he is EXTREMELY well written.  He has a lot of stories that make you sympathize with him and you actually like Jack, until he starts trying to, you know, KILL HIS KID AND WIFE.  However all that interesting backstory about his alcoholism, job, and father means NOTHING once we reach the end.I don't want to go on or else I'm going to give away the ending and stuff, but if you want to read a horror novel that is devoid of horror than I would recommend this one.  However, I'm sure King has scarier books in his repertoire than this.",3
"2740","A Gentleman in Moscow: A Novel","Pleasant Change!","MSH","0143110438","R1B1YYOJ2SP7J4","1555509317","Beautifully written.... What a surprise compared to what is usually out there in print....The Author is also a Gentleman...Thank You!",5
"2742","Supermarket","Great buy","D. Mahoney","1982127139","RUDP5WN2Y7YPO","1555509583","Big fan of this book and logic.",5
"2743","The Woman in the Window: A Novel","... the beginning but then it picked up and I enjoyed it. It made for good discussion at book ...","Jo Ann Pfirman","62678426","RIUG6JK1VJC0T","1555509631","Thought it dragged in the beginning but then it picked up and I enjoyed it. It made for good discussion at book club!",3
"2746","Pet Sematary: A Novel","Four Stars","ophelia peabody","198211598X","R1FMXRGO60HX7B","1555510021","stephen king delivers once again",4
"2748","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Hope this is solved one day","C.G.","62319795","R2RG4CP9W9UM8A","1555510066","Hands down the best audiobook I've listened to to date. Seriously, a must for any true crime buff. As a California resident since 1986, and spending time in Sacramento, So. California and living in the Bay area adds a whole other layer of creepiness, knowing the places he stalked, raped and killed in was chilling to read. Michelle presents clear facts, adds in local lore and enough of her life to make this a really amazing story. Thank you Patton for bringing her work to life, so sad this amazing woman is no longer with us.",5
"2750","A Gentleman in Moscow: A Novel","Classic Novel","RetiredLawyer","0143110438","R3SJGB7MWIPRZ2","1555510217","This book is a modern classic.  It stays interesting throughout the book without any cheap tricks.  The writing is first quality.",5
"2751","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","An intense tale of the trail left by the Golden State Killer","BusyZee","62319795","R20HK53OJVYJ4R","1555510233","Absolutely fantastic true crime read! You can feel all the hours spent slogging through thousands of leads for that diamond in the rough. McNamara's writing in the first handful of chapters creates a story focused around the suffering of the victims and their families. She takes care to protect privacy of the grieving families but still impart important details to the reader. Quite a delicate balance to hold.After her passing, ""co-sleuths"" completed the novel building from interview transcripts and incomplete chapters. I appreciate that they did not attempt to copy her way of writing, instead focusing on breaking down the loads of facts that can take the search for the elusive killer in many different directions. The true capping point of the book was the letter to the Golden State Killer at the end written by McNamara. Her words are powerful and direct.As a reader after the announcement of the capture of the alleged killer, it was unsettling to read about the methods she used realizing the exact same process is what eventually brought justice to lives of victims and their families.",4
"2755","Pet Sematary: A Novel","Booooooooooooorrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrring","Burns Waggener","198211598X","R2LLP2ZBRWU7CE","1555510552","I read the Shining which absolutely scared the hell out of me so I thought I'd give Pet Sematary a read since it had been so highly recommended. Wow...there wasn't the slightest touch of ANYTHING creepy/scary or anything until the last 40ish pages of the book. A total let down and I can't figure out what the hype is all about. Sycophantic King fans perhaps?",1
"2757","A Gentleman in Moscow: A Novel","A good relaxing read","D.P. McHenry","0143110438","R1X3DX4S1RO4PW","1555510728","This novel has interesting insights into the general history of Moscow and Russia during the revolution.",5
"2758","Pet Sematary: A Novel","Don't Overlook this horror classic!","partyof6","198211598X","R25O8IL4XWJHP5","1555510762","A chilling and exceptional book. I couldn't have appreciated the horrors of this title as an adolescent reading King in the same way I experienced them now as an adult. Terrifying stuff that holds up very well.",5
"2764","A Gentleman in Moscow: A Novel","Surprising Turn of Events Leading to a More Serious Read","Robert Kramer","0143110438","RQKYY0VXSOM8Q","1555510997","Enjoyable, easy, fun reading. Early laughs with not so believable characters’ lives and events  descriptions turning to more serious, factual and thought provoking reading.",5
"2765","Free to Focus: A Total Productivity System to Achieve More by Doing Less","Great for outlining a plan to stop the rat race","Stuart Lawrie","0801075262","R1J3H8BPEVXIZR","1555511268","This book is a greater outline for time management. I have been a loyal user of the planner for almost two years and can’t say enough about the quality and usefulness.",5
"2771","Becoming Supernatural: How Common People…","Astonishing information that will change how you see and live!","Amazon Customer","1401953115","R1475EWN6RQC67","1555511688","Went beyond my expectations!! Gave me valuable knowledge and tools to breakthrough barriers I wasn't even aware of!I whole heartily recommend reading this, then trying out his CD meditations too.",5
"2774","The Woman in the Window: A Novel","Waste of time, it is “putdownable”","Jay","62678426","R2PZ5NAP54WE0K","1555512042","I actually got nearly halfway through this book and decided it was not worth my time. Reading about out-of-control women alcoholics who are their own worst enemies is tiresome and a downer. I felt embarrassed and sorry for the main character. Reminds me of Girl on the Train - another hotly promoted non-thrilling “thriller.”  At least the author of this scattered story used woman in the title instead of the belittling girl.",2
"2775","A Gentleman in Moscow: A Novel","I was amazed by the main character's resilience and could believe that ...","Amazon Customer","0143110438","R2K3MGXAKGT80I","1555512077","I didn't want this book to end. I was amazed by the main character's resilience and could believe that the story was based on fact - although I don't know whether it was or not.  For a time, I thought we would just be getting a very limited, and boring, story.  But I stuck with it and was rewarded in the end.",5
"2776","Becoming Supernatural: How Common People…","This book is the perfect gift...","Linda G","1401953115","R16BQAV1L331ID","1555512386","Thank you, Dr. Joe Dispenza, for enhancing my meditations and my life!  You are amazing!",5
"2777","Prairie Fires: The American Dreams of Laura Ingalls Wilder","Excellent!","M Arneson","1627792767","R2ARFOMYC7HQNR","1555512410","As a Ingalls Wilder fan, this is the definitive work on her life. I was happy to see the story fully told. I fell in love with the Little House books as a child, and read subsequent biographical materials and articles. But this book gets at the heart of the writing and draws interesting and illuminating conclusions. I loved it.",4
"2778","Lies My Doctor Told Me Second Edition: Medical…","Life Changer","Helen Wood","162860378X","R3J1MBNR25TYC8","1555512426","Wow!Just wanted to thank Dr. Ken Berry for writing this book, because most people are afraid to talk about the things and great information shared. This book help with my personal confirmation on a lot of myths/lies that I have always believed to be fact. I had some problem with hormones and this book helped. I really enjoyed this book and looking forward to the next one.",5
"2779","The Longevity Solution: Rediscovering Centuries-Old Secrets to a Healthy, Long Life","Practical Science","Moira Novack","1628603798","R27AH9WU3XWGU2","1555512448","Very informative, easy to understand and interesting. Practical ideas that can be implemented quickly based on science.",5
"2780","The Woman in the Window: A Novel","January best book!","David B Sanders","62678426","R20CCFPAMHTSQ3","1555512649","My heart is still racing!  The twists, turns and surprises simply fascinated me.  I didn’t want it to end so I read slower and slower.",5
"2782","After (The After Series)","Brilliant!!","Amanda","1982111003","R1OUFHIUWH5AMV","1555512872","I loved this series!! I could not put it down.. I felt every emotion they went through as if it was my life and it was amazing!",5
"2783","Cemetery Road: A Novel","That voice!","connie lynn","62824619","RR50DTMZLU3SX","1555512957","I made myself make it thorough , but horrible read and I wasted an audible credit. Main character is an ass, so disappointed. I couldn’t put his other books down. The voice was way over the top,story dragged. 20 hours in before .....should I even go on? Don’t waste your time.  BTW first review",1
"2784","A Gentleman in Moscow: A Novel","not a fun read ...but that isn't the point ...","April","0143110438","R3GZH63BJ654MN","1555513097","This book had me reading slowly, as every word holds,meaning, that I didn't want to miss. The story itself is lovely. I feel the need though, to learn more about Russian history at the time, to understand what was happening around the characters. Looks like I will be reading this one again.",4
"2785","Tiamat's Wrath (The Expanse)","Blown away, again","Nathan","0316332879","R2EIPBTM65LQR3","1555513153","It’s possible that this installment of the Expanse is the best so far. It contains all of the elements of the overarching story being told and it’s done so with the grace and aplomb of authors who know the story they’ve set out to tell.Best sci-fi series I’ve ever read and will certainly read again in the future.",5
